00010100110100   10000   01100,0100 hit 
00010100110100   10100   01100,0100 hit 
00010100110100   11000   01100,0100 hit 
00010100110100   11100   01100,0100 hit 
00010100110101   00000   01100,0100 hit 
00010100110101   00100   01100,0100 hit 
00010100110100   01000   10000,0100 hit 
00010100110100   01100   10000,0100 hit 
00010100110100   10000   10000,0100 hit 
00010100110100   10100   10000,0100 hit 
00010100110100   11000   10000,0100 hit 
00010100110100   11100   10000,0100 hit 
00010100110101   00000   10000,0100 hit 
00010100110101   00100   10000,0100 hit 
00010100110100   01000   10100,0100 hit 
00010100110100   01100   10100,0100 hit 
00010100110100   10000   10100,0100 hit 
00010100110100   10100   10100,0100 hit 
00010100110100   11000   10100,0100 hit 
00010100110100   11100   10100,0100 hit 
00010100110101   00000   10100,0100 hit 
00010100110101   00100   10100,0100 hit 
00010100110100   01000   11000,0100 hit 
00010100110100   01100   11000,0100 hit 
00010100110100   10000   11000,0100 hit 
00010100110100   10100   11000,0100 hit 
00010100110100   11000   11000,0100 hit 
00010100110100   11100   11000,0100 hit 
00010100110101   00000   11000,0100 hit 
00010100110101   00100   11000,0100 hit 
00010100110100   01000   11100,0100 hit 
00010100110100   01100   11100,0100 hit 
00010100110100   10000   11100,0100 hit 
00010100110100   10100   11100,0100 hit 
00010100110100   11000   11100,0100 hit 
00010100110100   11100   11100,0100 hit 
00010100110101   00000   11100,0100 hit 
00010100110101   00100   11100,0100 hit 
00010100110101   01000   00000,0100 miss eviction 
00010100110101   01100   00000,0100 miss eviction 
00010100110101   10000   00000,0100 miss eviction 
00010100110101   10100   00000,0100 miss eviction 
00010100110101   11000   00000,0100 miss eviction 
00010100110101   11100   00000,0100 miss eviction 
00010100110110   00000   00000,0100 miss eviction 
00010100110110   00100   00000,0100 miss eviction 
00010100110101   01000   00100,0100 hit 
00010100110101   01100   00100,0100 hit 
00010100110101   10000   00100,0100 hit 
00010100110101   10100   00100,0100 hit 
00010100110101   11000   00100,0100 hit 
00010100110101   11100   00100,0100 hit 
00010100110110   00000   00100,0100 hit 
00010100110110   00100   00100,0100 hit 
00010100110101   01000   01000,0100 hit 
00010100110101   01100   01000,0100 hit 
00010100110101   10000   01000,0100 hit 
00010100110101   10100   01000,0100 hit 
00010100110101   11000   01000,0100 hit 
00010100110101   11100   01000,0100 hit 
00010100110110   00000   01000,0100 hit 
00010100110110   00100   01000,0100 hit 
00010100110101   01000   01100,0100 hit 
00010100110101   01100   01100,0100 hit 
00010100110101   10000   01100,0100 hit 
00010100110101   10100   01100,0100 hit 
00010100110101   11000   01100,0100 hit 
00010100110101   11100   01100,0100 hit 
00010100110110   00000   01100,0100 hit 
00010100110110   00100   01100,0100 hit 
00010100110101   01000   10000,0100 hit 
00010100110101   01100   10000,0100 hit 
00010100110101   10000   10000,0100 hit 
00010100110101   10100   10000,0100 hit 
00010100110101   11000   10000,0100 hit 
00010100110101   11100   10000,0100 hit 
00010100110110   00000   10000,0100 hit 
00010100110110   00100   10000,0100 hit 
00010100110101   01000   10100,0100 hit 
00010100110101   01100   10100,0100 hit 
00010100110101   10000   10100,0100 hit 
00010100110101   10100   10100,0100 hit 
00010100110101   11000   10100,0100 hit 
00010100110101   11100   10100,0100 hit 
00010100110110   00000   10100,0100 hit 
00010100110110   00100   10100,0100 hit 
00010100110101   01000   11000,0100 hit 
00010100110101   01100   11000,0100 hit 
00010100110101   10000   11000,0100 hit 
00010100110101   10100   11000,0100 hit 
00010100110101   11000   11000,0100 hit 
00010100110101   11100   11000,0100 hit 
00010100110110   00000   11000,0100 hit 
00010100110110   00100   11000,0100 hit 
00010100110101   01000   11100,0100 hit 
00010100110101   01100   11100,0100 hit 
00010100110101   10000   11100,0100 hit 
00010100110101   10100   11100,0100 hit 
00010100110101   11000   11100,0100 hit 
00010100110101   11100   11100,0100 hit 
00010100110110   00000   11100,0100 hit 
00010100110110   00100   11100,0100 hit 
00010100110110   01000   00000,0100 miss eviction 
00010100110110   01100   00000,0100 miss eviction 
00010100110110   10000   00000,0100 miss eviction 
00010100110110   10100   00000,0100 miss eviction 
00010100110110   11000   00000,0100 miss eviction 
00010100110110   11100   00000,0100 miss eviction 
00010100110111   00000   00000,0100 miss eviction 
00010100110111   00100   00000,0100 miss eviction 
00010100110110   01000   00100,0100 miss eviction 
00010100110110   01100   00100,0100 miss eviction 
00010100110110   10000   00100,0100 hit 
00010100110110   10100   00100,0100 hit 
00010100110110   11000   00100,0100 hit 
00010100110110   11100   00100,0100 hit 
00010100110111   00000   00100,0100 hit 
00010100110111   00100   00100,0100 hit 
00010100110110   01000   01000,0100 hit 
00010100110110   01100   01000,0100 miss eviction 
00010100110110   10000   01000,0100 miss eviction 
00010100110110   10100   01000,0100 hit 
00010100110110   11000   01000,0100 hit 
00010100110110   11100   01000,0100 hit 
00010100110111   00000   01000,0100 hit 
00010100110111   00100   01000,0100 hit 
00010100110110   01000   01100,0100 hit 
00010100110110   01100   01100,0100 hit 
00010100110110   10000   01100,0100 miss eviction 
00010100110110   10100   01100,0100 miss eviction 
00010100110110   11000   01100,0100 hit 
00010100110110   11100   01100,0100 hit 
00010100110111   00000   01100,0100 hit 
00010100110111   00100   01100,0100 hit 
00010100110110   01000   10000,0100 hit 
00010100110110   01100   10000,0100 hit 
00010100110110   10000   10000,0100 hit 
00010100110110   10100   10000,0100 miss eviction 
00010100110110   11000   10000,0100 miss eviction 
00010100110110   11100   10000,0100 hit 
00010100110111   00000   10000,0100 hit 
00010100110111   00100   10000,0100 hit 
00010100110110   01000   10100,0100 hit 
00010100110110   01100   10100,0100 hit 
00010100110110   10000   10100,0100 hit 
00010100110110   10100   10100,0100 hit 
00010100110110   11000   10100,0100 miss eviction 
00010100110110   11100   10100,0100 miss eviction 
00010100110111   00000   10100,0100 hit 
00010100110111   00100   10100,0100 hit 
00010100110110   01000   11000,0100 hit 
00010100110110   01100   11000,0100 hit 
00010100110110   10000   11000,0100 hit 
00010100110110   10100   11000,0100 hit 
00010100110110   11000   11000,0100 hit 
00010100110110   11100   11000,0100 miss eviction 
00010100110111   00000   11000,0100 miss eviction 
00010100110111   00100   11000,0100 hit 
00010100110110   01000   11100,0100 hit 
00010100110110   01100   11100,0100 hit 
00010100110110   10000   11100,0100 hit 
00010100110110   10100   11100,0100 hit 
00010100110110   11000   11100,0100 hit 
00010100110110   11100   11100,0100 hit 
00010100110111   00000   11100,0100 miss eviction 
00010100110111   00100   11100,0100 miss eviction 
00010100110111   01000   00000,0100 miss eviction 
00010100110111   01100   00000,0100 miss eviction 
00010100110111   10000   00000,0100 miss eviction 
00010100110111   10100   00000,0100 miss eviction 
00010100110111   11000   00000,0100 miss eviction 
00010100110111   11100   00000,0100 miss eviction 
00010100111000   00000   00000,0100 miss eviction 
00010100111000   00100   00000,0100 miss eviction 
00010100110111   01000   00100,0100 hit 
00010100110111   01100   00100,0100 hit 
00010100110111   10000   00100,0100 hit 
00010100110111   10100   00100,0100 hit 
